0
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
B) respectful
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
B
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
B
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
