0
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
B
(A) offensive
B
(B) respectful
B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(B) respectful
B
B
(B) respectful
(B) respectful
(B) respectful
(B) respectful
B
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
B
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
B
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
B
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
B
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
B
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(B) respectful
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
A
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(B) respectful
B
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
(A) offensive
